# Dense fuzzy physics-membership μ — MiniLM cosine to the 'Physics' anchor (NO training).
# model: sentence-transformers/all-MiniLM-L6-v2; clamp: to_membership (cosine∈[-1,1] → μ∈[0,1]); names verbatim from the category graph.
# Provenance: gen_dense_mu.py over data/benchmark/10k/category_parent.tsv. A raw pretrained-embedding prior (coarse semantic proximity), NOT the trained cosine-μ
# encoder and NOT authoritative — its job is DENSITY (a μ for every node) so the gated cone / IC / Lin machinery stops pruning through unscored connectors.
# Format: name<TAB>μ, μ∈[0,1]. '#' lines are comments.
1880s_in_the_United_Kingdom	0.0649
1880s_establishments_in_the_Europe	0.0248
1880s_establishments_in_the_United_States	0.0112
1880s_in_the_United_States	0.0669
1881_in_the_United_States	0.0777
1881_in_North_America	0.0699
1881_by_country	0.1155
1882	0.2585
1882_establishments	0.1108
1882_establishments_by_continent	0.0634
1882_by_continent	0.1681
1882_establishments_by_country	0.0702
1882_by_country	0.1820
1882_establishments_in_Europe	0.0730
1882_establishments_in_the_United_Kingdom	0.0490
1885	0.2174
1885_establishments	0.0851
1885_establishments_by_continent	0.0380
1885_by_continent	0.1314
1885_establishments_by_country	0.0412
1885_by_country	0.1439
1885_establishments_in_England	0.0361
1885_establishments_in_the_United_Kingdom	0.0284
Establishments_in_England_by_year	0.0000
1885_establishments_in_Europe	0.0497
1888	0.2141
1888_by_continent	0.1070
Years_by_continent	0.1176
1888_establishments	0.0652
1888_establishments_by_continent	0.0100
1888_establishments_by_country	0.0103
1888_by_country	0.1197
1888_establishments_in_North_America	0.0000
1888_in_North_America	0.0698
1888_establishments_in_the_United_States	0.0026
1888_in_the_United_States	0.0819
Years_of_the_19th_century_in_North_America	0.0263
1889	0.2458
1889_establishments	0.0863
1889_establishments_by_continent	0.0318
1889_by_continent	0.1507
1889_establishments_in_North_America	0.0111
1890	0.1906
1890s	0.2049
1890_establishments	0.0487
1890s_establishments	0.0964
1890_establishments_by_country	0.0024
1890s_establishments_by_country	0.0498
1890_by_country	0.1005
1890_establishments_in_Africa	0.0177
1890s_establishments_in_Africa	0.0555
Establishments_in_Africa_by_year	0.0000
Navseasoncats_isolated	0.0119
1890_establishments_in_California	0.0120
1890s_establishments_in_California	0.0573
